"","Country.Region","Province.State","Confirmed","Recovered","Deaths","Date"
"226","Germany","Hamburg",5460,5000,261,2020-08-04
"227","Germany","Hessen",12199,11038,521,2020-08-04
"228","Germany","Mecklenburg-Vorpommern",889,794,20,2020-08-04
"229","Germany","Niedersachsen",14634,13464,654,2020-08-04
"230","Germany","Nordrhein-Westfalen",49727,44800,1744,2020-08-04
"231","Germany","Rheinland-Pfalz",7601,7047,239,2020-08-04
"232","Germany","Saarland",2886,2635,174,2020-08-04
"233","Germany","Sachsen",5556,5275,225,2020-08-04
"234","Germany","Sachsen-Anhalt",2038,1892,64,2020-08-04
"235","Germany","Schleswig-Holstein",3516,3137,157,2020-08-04
"236","Germany","Thuringen",3385,3170,182,2020-08-04
"237","Germany","Unknown",1344,0,0,2020-08-04
"238","Germany","Baden-Wurttemberg",37579,34743,1851,2020-08-05
"239","Germany","Bayern",51494,47400,2624,2020-08-05
"240","Germany","Berlin",9489,8800,224,2020-08-05
"241","Germany","Brandenburg",3615,3400,173,2020-08-05
"242","Germany","Bremen",1795,1674,56,2020-08-05
"243","Germany","Hamburg",5485,5000,261,2020-08-05
"244","Germany","Hessen",12254,11100,523,2020-08-05
"245","Germany","Mecklenburg-Vorpommern",907,799,20,2020-08-05
"246","Germany","Niedersachsen",14671,13464,654,2020-08-05
"247","Germany","Nordrhein-Westfalen",50068,45000,1751,2020-08-05
"248","Germany","Rheinland-Pfalz",7627,7063,239,2020-08-05
"249","Germany","Saarland",2891,2643,174,2020-08-05
"250","Germany","Sachsen",5568,5275,225,2020-08-05
"251","Germany","Sachsen-Anhalt",2044,1892,64,2020-08-05
"252","Germany","Schleswig-Holstein",3534,3145,158,2020-08-05
"253","Germany","Thuringen",3390,3170,182,2020-08-05
"254","Germany","Unknown",1702,0,0,2020-08-05
"255","Germany","Baden-Wurttemberg",37647,34812,1852,2020-08-06
"256","Germany","Bayern",51583,47531,2624,2020-08-06
"257","Germany","Berlin",9542,8857,224,2020-08-06
"258","Germany","Brandenburg",3622,3400,173,2020-08-06
"259","Germany","Bremen",1801,1680,56,2020-08-06
"260","Germany","Hamburg",5529,5000,261,2020-08-06
"261","Germany","Hessen",12310,11134,523,2020-08-06
"262","Germany","Mecklenburg-Vorpommern",910,805,20,2020-08-06
"263","Germany","Niedersachsen",14736,13515,654,2020-08-06
"264","Germany","Nordrhein-Westfalen",50493,45323,1752,2020-08-06
"265","Germany","Rheinland-Pfalz",7687,7079,239,2020-08-06
"266","Germany","Saarland",2897,2644,174,2020-08-06
"267","Germany","Sachsen",5588,5280,225,2020-08-06
"268","Germany","Sachsen-Anhalt",2050,1906,64,2020-08-06
"269","Germany","Schleswig-Holstein",3569,3145,158,2020-08-06
"270","Germany","Thuringen",3401,3170,182,2020-08-06
"271","Germany","Unknown",1674,0,0,2020-08-06
"272","Germany","Baden-Wurttemberg",37752,34889,1858,2020-08-07
"273","Germany","Bayern",51710,47531,2626,2020-08-07
"274","Germany","Berlin",9639,8888,224,2020-08-07
"275","Germany","Brandenburg",3638,3400,174,2020-08-07
"276","Germany","Bremen",1803,1684,56,2020-08-07
"277","Germany","Hamburg",5609,5000,262,2020-08-07
"278","Germany","Hessen",12468,11208,524,2020-08-07
"279","Germany","Mecklenburg-Vorpommern",931,820,20,2020-08-07
"280","Germany","Niedersachsen",14847,13544,654,2020-08-07
"281","Germany","Nordrhein-Westfalen",50937,45532,1755,2020-08-07
"282","Germany","Rheinland-Pfalz",7713,7200,239,2020-08-07
"283","Germany","Saarland",2900,2651,174,2020-08-07
"284","Germany","Sachsen",5624,5285,225,2020-08-07
"285","Germany","Sachsen-Anhalt",2059,1913,64,2020-08-07
"286","Germany","Schleswig-Holstein",3578,3200,158,2020-08-07
"287","Germany","Thuringen",3413,3190,182,2020-08-07
"288","Germany","Unknown",1575,0,0,2020-08-07
"289","Germany","Baden-Wurttemberg",37752,34889,1858,2020-08-08
"290","Germany","Bayern",51794,47800,2626,2020-08-08
"291","Germany","Berlin",9687,8908,224,2020-08-08
"292","Germany","Brandenburg",3654,3400,175,2020-08-08
"293","Germany","Bremen",1803,1684,56,2020-08-08
"294","Germany","Hamburg",5633,5000,262,2020-08-08
"295","Germany","Hessen",12602,11300,524,2020-08-08
"296","Germany","Mecklenburg-Vorpommern",937,828,20,2020-08-08
"297","Germany","Niedersachsen",14911,13560,654,2020-08-08
"298","Germany","Nordrhein-Westfalen",51330,45740,1759,2020-08-08
"299","Germany","Rheinland-Pfalz",7763,7200,239,2020-08-08
"300","Germany","Saarland",2913,2653,174,2020-08-08
"301","Germany","Sachsen",5632,5285,225,2020-08-08
"302","Germany","Sachsen-Anhalt",2059,1913,64,2020-08-08
"303","Germany","Schleswig-Holstein",3586,3200,158,2020-08-08
"304","Germany","Thuringen",3420,3190,183,2020-08-08
"305","Germany","Unknown",1427,0,0,2020-08-08
"306","Germany","Baden-Wurttemberg",37767,34889,1858,2020-08-09
"307","Germany","Bayern",51803,47900,2626,2020-08-09
"308","Germany","Berlin",9697,8936,224,2020-08-09
"309","Germany","Brandenburg",3658,3400,175,2020-08-09
"310","Germany","Bremen",1803,1684,56,2020-08-09
"311","Germany","Hamburg",5677,5000,262,2020-08-09
"312","Germany","Hessen",12703,11300,525,2020-08-09
"313","Germany","Mecklenburg-Vorpommern",939,832,20,2020-08-09
"314","Germany","Niedersachsen",14943,13560,654,2020-08-09
"315","Germany","Nordrhein-Westfalen",51561,45800,1759,2020-08-09
"316","Germany","Rheinland-Pfalz",7824,7200,239,2020-08-09
"317","Germany","Saarland",2926,2694,174,2020-08-09
"318","Germany","Sachsen",5632,5285,225,2020-08-09
"319","Germany","Sachsen-Anhalt",2059,1913,64,2020-08-09
"320","Germany","Schleswig-Holstein",3588,3200,158,2020-08-09
"321","Germany","Thuringen",3425,3190,183,2020-08-09
"322","Germany","Unknown",1283,0,0,2020-08-09
"323","Germany","Baden-Wurttemberg",37899,34968,1858,2020-08-10
"324","Germany","Bayern",51882,48000,2627,2020-08-10
"325","Germany","Berlin",9739,8984,224,2020-08-10
"326","Germany","Brandenburg",3659,3400,175,2020-08-10
"327","Germany","Bremen",1812,1697,56,2020-08-10
"328","Germany","Hamburg",5690,5100,262,2020-08-10
"329","Germany","Hessen",12737,11300,525,2020-08-10
"330","Germany","Mecklenburg-Vorpommern",944,833,20,2020-08-10
"331","Germany","Niedersachsen",14974,13575,654,2020-08-10
"332","Germany","Nordrhein-Westfalen",51762,46000,1759,2020-08-10
"333","Germany","Rheinland-Pfalz",7850,7200,239,2020-08-10
"334","Germany","Saarland",2930,2694,174,2020-08-10
"335","Germany","Sachsen",5649,5290,225,2020-08-10
"336","Germany","Sachsen-Anhalt",2070,1923,64,2020-08-10
"337","Germany","Schleswig-Holstein",3620,3218,158,2020-08-10
"338","Germany","Thuringen",3427,3200,183,2020-08-10
"339","Germany","Unknown",1864,0,0,2020-08-10
"340","Germany","Baden-Wurttemberg",37978,35115,1859,2020-08-11
"341","Germany","Bayern",52069,48100,2627,2020-08-11
"342","Germany","Berlin",9850,9035,224,2020-08-11
"343","Germany","Brandenburg",3662,3400,175,2020-08-11
"344","Germany","Bremen",1822,1699,56,2020-08-11
"345","Germany","Hamburg",5747,5100,262,2020-08-11
"346","Germany","Hessen",12815,11400,525,2020-08-11
"347","Germany","Mecklenburg-Vorpommern",952,841,20,2020-08-11
"348","Germany","Niedersachsen",15056,13700,654,2020-08-11
"349","Germany","Nordrhein-Westfalen",52175,46400,1763,2020-08-11
"350","Germany","Rheinland-Pfalz",7882,7219,239,2020-08-11
"351","Germany","Saarland",2942,2694,174,2020-08-11
"352","Germany","Sachsen",5671,5300,225,2020-08-11
"353","Germany","Sachsen-Anhalt",2078,1926,64,2020-08-11
"354","Germany","Schleswig-Holstein",3675,3218,158,2020-08-11
"355","Germany","Thuringen",3432,3200,183,2020-08-11
"356","Germany","Unknown",1734,0,0,2020-08-11
"357","Germany","Baden-Wurttemberg",38165,35200,1859,2020-08-12
"358","Germany","Bayern",52203,48200,2627,2020-08-12
"359","Germany","Berlin",9975,9088,224,2020-08-12
"360","Germany","Brandenburg",3667,3400,175,2020-08-12
"361","Germany","Bremen",1825,1709,56,2020-08-12
"362","Germany","Hamburg",5773,5100,262,2020-08-12
"363","Germany","Hessen",12876,11500,526,2020-08-12
"364","Germany","Mecklenburg-Vorpommern",954,848,20,2020-08-12
"365","Germany","Niedersachsen",15122,13700,655,2020-08-12
"366","Germany","Nordrhein-Westfalen",52588,46600,1765,2020-08-12
"367","Germany","Rheinland-Pfalz",7937,7250,239,2020-08-12
"368","Germany","Saarland",2952,2694,174,2020-08-12
"369","Germany","Sachsen",5682,5305,225,2020-08-12
"370","Germany","Sachsen-Anhalt",2093,1937,64,2020-08-12
"371","Germany","Schleswig-Holstein",3714,3260,158,2020-08-12
"372","Germany","Thuringen",3453,3200,184,2020-08-12
"373","Germany","Unknown",1880,0,0,2020-08-12
"374","Germany","Baden-Wurttemberg",38273,35300,1859,2020-08-13
"375","Germany","Bayern",52436,48300,2627,2020-08-13
"376","Germany","Berlin",10106,9132,224,2020-08-13
"377","Germany","Brandenburg",3683,3400,175,2020-08-13
"378","Germany","Bremen",1831,1717,56,2020-08-13
"379","Germany","Hamburg",5820,5100,262,2020-08-13
"380","Germany","Hessen",13008,11530,526,2020-08-13
"381","Germany","Mecklenburg-Vorpommern",959,855,20,2020-08-13
"382","Germany","Niedersachsen",15212,13730,655,2020-08-13
"383","Germany","Nordrhein-Westfalen",53123,46838,1767,2020-08-13
"384","Germany","Rheinland-Pfalz",8002,7300,240,2020-08-13
"385","Germany","Saarland",2955,2694,174,2020-08-13
"386","Germany","Sachsen",5703,5310,225,2020-08-13
"387","Germany","Sachsen-Anhalt",2102,1938,64,2020-08-13
"388","Germany","Schleswig-Holstein",3744,3300,158,2020-08-13
"389","Germany","Thuringen",3464,3210,185,2020-08-13
"390","Germany","Unknown",1860,0,0,2020-08-13
"391","Germany","Baden-Wurttemberg",38425,35400,1859,2020-08-14
"392","Germany","Bayern",52645,48400,2631,2020-08-14
"393","Germany","Berlin",10195,9193,224,2020-08-14
"394","Germany","Brandenburg",3710,3410,173,2020-08-14
"395","Germany","Bremen",1838,1721,56,2020-08-14
"396","Germany","Hamburg",5849,5100,264,2020-08-14
"397","Germany","Hessen",13187,11600,526,2020-08-14
"398","Germany","Mecklenburg-Vorpommern",970,857,20,2020-08-14
"399","Germany","Niedersachsen",15318,13800,656,2020-08-14
"400","Germany","Nordrhein-Westfalen",53661,47192,1772,2020-08-14
"401","Germany","Rheinland-Pfalz",8072,7300,242,2020-08-14
"402","Germany","Saarland",2976,2695,174,2020-08-14
"403","Germany","Sachsen",5718,5310,225,2020-08-14
"404","Germany","Sachsen-Anhalt",2117,1952,64,2020-08-14
"405","Germany","Schleswig-Holstein",3768,3300,158,2020-08-14
"406","Germany","Thuringen",3482,3210,186,2020-08-14
"407","Germany","Unknown",1860,0,0,2020-08-14
"408","Germany","Baden-Wurttemberg",38425,35400,1859,2020-08-15
"409","Germany","Bayern",52873,48436,2631,2020-08-15
"410","Germany","Berlin",10237,9239,224,2020-08-15
"411","Germany","Brandenburg",3726,3410,173,2020-08-15
"412","Germany","Bremen",1838,1721,56,2020-08-15
"413","Germany","Hamburg",5877,5100,264,2020-08-15
"414","Germany","Hessen",13390,11700,526,2020-08-15
"415","Germany","Mecklenburg-Vorpommern",972,863,20,2020-08-15
"416","Germany","Niedersachsen",15357,13800,656,2020-08-15
"417","Germany","Nordrhein-Westfalen",54106,47310,1777,2020-08-15
"418","Germany","Rheinland-Pfalz",8114,7310,242,2020-08-15
"419","Germany","Saarland",2986,2695,174,2020-08-15
"420","Germany","Sachsen",5719,5310,225,2020-08-15
"421","Germany","Sachsen-Anhalt",2117,1952,64,2020-08-15
"422","Germany","Schleswig-Holstein",3782,3300,158,2020-08-15
"423","Germany","Thuringen",3492,3210,186,2020-08-15
"424","Germany","Unknown",1477,0,0,2020-08-15
"425","Germany","Baden-Wurttemberg",38480,35500,1859,2020-08-16
"426","Germany","Bayern",52888,48500,2631,2020-08-16
"427","Germany","Berlin",10252,9273,224,2020-08-16
"428","Germany","Brandenburg",3735,3410,173,2020-08-16
"429","Germany","Bremen",1841,1721,56,2020-08-16
"430","Germany","Hamburg",5886,5100,264,2020-08-16
"431","Germany","Hessen",13433,11715,526,2020-08-16
"432","Germany","Mecklenburg-Vorpommern",973,877,20,2020-08-16
"433","Germany","Niedersachsen",15399,13800,656,2020-08-16
"434","Germany","Nordrhein-Westfalen",54390,47500,1777,2020-08-16
"435","Germany","Rheinland-Pfalz",8141,7324,242,2020-08-16
"436","Germany","Saarland",3000,2695,174,2020-08-16
"437","Germany","Sachsen",5730,5310,225,2020-08-16
"438","Germany","Sachsen-Anhalt",2123,1952,64,2020-08-16
"439","Germany","Schleswig-Holstein",3790,3300,158,2020-08-16
"440","Germany","Thuringen",3496,3210,186,2020-08-16
"441","Germany","Unknown",1450,0,0,2020-08-16
"442","Germany","Baden-Wurttemberg",38743,35500,1859,2020-08-17
"443","Germany","Bayern",53088,48600,2631,2020-08-17
"444","Germany","Berlin",10318,9322,224,2020-08-17
"445","Germany","Brandenburg",3736,3410,173,2020-08-17
"446","Germany","Bremen",1854,1726,56,2020-08-17
"447","Germany","Hamburg",5900,5200,264,2020-08-17
"448","Germany","Hessen",13486,11800,526,2020-08-17
"449","Germany","Mecklenburg-Vorpommern",975,882,20,2020-08-17
"450","Germany","Niedersachsen",15428,13900,656,2020-08-17
"451","Germany","Nordrhein-Westfalen",54653,47942,1778,2020-08-17
"452","Germany","Rheinland-Pfalz",8175,7324,242,2020-08-17
"453","Germany","Saarland",3000,2705,174,2020-08-17
"454","Germany","Sachsen",5731,5335,225,2020-08-17
"455","Germany","Sachsen-Anhalt",2129,1973,64,2020-08-17
"456","Germany","Schleswig-Holstein",3790,3400,158,2020-08-17
"457","Germany","Thuringen",3498,3230,186,2020-08-17
"458","Germany","Unknown",2196,0,0,2020-08-17
"459","Germany","Baden-Wurttemberg",38971,35613,1860,2020-08-18
"460","Germany","Bayern",53418,48800,2631,2020-08-18
"461","Germany","Berlin",10393,9376,224,2020-08-18
"462","Germany","Brandenburg",3752,3410,173,2020-08-18
"463","Germany","Bremen",1867,1730,56,2020-08-18
"464","Germany","Hamburg",5926,5200,264,2020-08-18
"465","Germany","Hessen",13675,11900,528,2020-08-18
"466","Germany","Mecklenburg-Vorpommern",978,884,20,2020-08-18
"467","Germany","Niedersachsen",15524,14000,656,2020-08-18
