"","Country.Region","Province.State","Confirmed","Recovered","Deaths","Date"
"369","Italy","Veneto",20598,17287,2083,2020-08-08
"370","Italy","Abruzzo",3502,2817,472,2020-08-09
"371","Italy","Basilicata",476,373,28,2020-08-09
"372","Italy","Calabria",1287,1090,97,2020-08-09
"373","Italy","Campania",5077,4251,438,2020-08-09
"374","Italy","Emilia-Romagna",30121,24066,4295,2020-08-09
"375","Italy","Friuli Venezia Giulia",3449,2937,346,2020-08-09
"376","Italy","Lazio",8822,6910,866,2020-08-09
"377","Italy","Liguria",10283,8498,1569,2020-08-09
"378","Italy","Lombardia",96853,74432,16833,2020-08-09
"379","Italy","Marche",6954,5799,987,2020-08-09
"380","Italy","Molise",479,421,23,2020-08-09
"381","Italy","P.A. Bolzano",2773,2353,292,2020-08-09
"382","Italy","P.A. Trento",4995,4512,405,2020-08-09
"383","Italy","Piemonte",31868,26910,4136,2020-08-09
"384","Italy","Puglia",4714,3973,554,2020-08-09
"385","Italy","Sardegna",1439,1245,134,2020-08-09
"386","Italy","Sicilia",3453,2749,284,2020-08-09
"387","Italy","Toscana",10644,8997,1137,2020-08-09
"388","Italy","Umbria",1505,1376,80,2020-08-09
"389","Italy","Valle d'Aosta",1216,1056,146,2020-08-09
"390","Italy","Veneto",20656,17333,2083,2020-08-09
"391","Italy","Abruzzo",3509,2818,472,2020-08-10
"392","Italy","Basilicata",476,376,28,2020-08-10
"393","Italy","Calabria",1289,1091,97,2020-08-10
"394","Italy","Campania",5091,4254,439,2020-08-10
"395","Italy","Emilia-Romagna",30160,24073,4296,2020-08-10
"396","Italy","Friuli Venezia Giulia",3449,2938,347,2020-08-10
"397","Italy","Lazio",8860,6912,867,2020-08-10
"398","Italy","Liguria",10293,8512,1569,2020-08-10
"399","Italy","Lombardia",96884,74504,16833,2020-08-10
"400","Italy","Marche",6956,5804,987,2020-08-10
"401","Italy","Molise",479,423,23,2020-08-10
"402","Italy","P.A. Bolzano",2774,2354,292,2020-08-10
"403","Italy","P.A. Trento",4996,4512,405,2020-08-10
"404","Italy","Piemonte",31888,26943,4136,2020-08-10
"405","Italy","Puglia",4740,3973,554,2020-08-10
"406","Italy","Sardegna",1441,1245,134,2020-08-10
"407","Italy","Sicilia",3485,2751,284,2020-08-10
"408","Italy","Toscana",10652,8997,1137,2020-08-10
"409","Italy","Umbria",1510,1376,80,2020-08-10
"410","Italy","Valle d'Aosta",1217,1056,146,2020-08-10
"411","Italy","Veneto",20676,17336,2083,2020-08-10
"412","Italy","Abruzzo",3512,2821,472,2020-08-11
"413","Italy","Basilicata",477,376,28,2020-08-11
"414","Italy","Calabria",1300,1091,97,2020-08-11
"415","Italy","Campania",5114,4272,440,2020-08-11
"416","Italy","Emilia-Romagna",30179,24091,4298,2020-08-11
"417","Italy","Friuli Venezia Giulia",3452,2948,348,2020-08-11
"418","Italy","Lazio",8883,6915,867,2020-08-11
"419","Italy","Liguria",10304,8512,1569,2020-08-11
"420","Italy","Lombardia",96952,74605,16833,2020-08-11
"421","Italy","Marche",6960,5811,987,2020-08-11
"422","Italy","Molise",479,423,23,2020-08-11
"423","Italy","P.A. Bolzano",2775,2355,292,2020-08-11
"424","Italy","P.A. Trento",4998,4518,405,2020-08-11
"425","Italy","Piemonte",31914,26956,4136,2020-08-11
"426","Italy","Puglia",4760,3977,554,2020-08-11
"427","Italy","Sardegna",1461,1245,134,2020-08-11
"428","Italy","Sicilia",3574,2752,284,2020-08-11
"429","Italy","Toscana",10674,9002,1137,2020-08-11
"430","Italy","Umbria",1511,1379,80,2020-08-11
"431","Italy","Valle d'Aosta",1217,1056,146,2020-08-11
"432","Italy","Veneto",20741,17356,2085,2020-08-11
"433","Italy","Abruzzo",3516,2823,472,2020-08-12
"434","Italy","Basilicata",477,377,28,2020-08-12
"435","Italy","Calabria",1304,1097,97,2020-08-12
"436","Italy","Campania",5143,4279,440,2020-08-12
"437","Italy","Emilia-Romagna",30220,24115,4298,2020-08-12
"438","Italy","Friuli Venezia Giulia",3461,2949,348,2020-08-12
"439","Italy","Lazio",8920,6931,868,2020-08-12
"440","Italy","Liguria",10330,8534,1569,2020-08-12
"441","Italy","Lombardia",97054,74700,16833,2020-08-12
"442","Italy","Marche",6976,5822,987,2020-08-12
"443","Italy","Molise",479,427,23,2020-08-12
"444","Italy","P.A. Bolzano",2779,2357,292,2020-08-12
"445","Italy","P.A. Trento",4998,4525,405,2020-08-12
"446","Italy","Piemonte",31956,26963,4138,2020-08-12
"447","Italy","Puglia",4793,3977,554,2020-08-12
"448","Italy","Sardegna",1462,1245,134,2020-08-12
"449","Italy","Sicilia",3603,2757,284,2020-08-12
"450","Italy","Toscana",10707,9007,1137,2020-08-12
"451","Italy","Umbria",1517,1380,80,2020-08-12
"452","Italy","Valle d'Aosta",1217,1056,146,2020-08-12
"453","Italy","Veneto",20801,17376,2092,2020-08-12
"454","Italy","Abruzzo",3532,2826,472,2020-08-13
"455","Italy","Basilicata",478,377,28,2020-08-13
"456","Italy","Calabria",1316,1100,97,2020-08-13
"457","Italy","Campania",5170,4283,440,2020-08-13
"458","Italy","Emilia-Romagna",30257,24132,4298,2020-08-13
"459","Italy","Friuli Venezia Giulia",3476,2952,348,2020-08-13
"460","Italy","Lazio",8956,6960,869,2020-08-13
"461","Italy","Liguria",10393,8567,1569,2020-08-13
"462","Italy","Lombardia",97128,74754,16835,2020-08-13
"463","Italy","Marche",6987,5831,987,2020-08-13
"464","Italy","Molise",485,427,23,2020-08-13
"465","Italy","P.A. Bolzano",2781,2367,292,2020-08-13
"466","Italy","P.A. Trento",5000,4532,405,2020-08-13
"467","Italy","Piemonte",31982,26979,4139,2020-08-13
"468","Italy","Puglia",4809,3979,554,2020-08-13
"469","Italy","Sardegna",1479,1247,134,2020-08-13
"470","Italy","Sicilia",3645,2757,284,2020-08-13
"471","Italy","Toscana",10735,9008,1137,2020-08-13
"472","Italy","Umbria",1524,1382,80,2020-08-13
"473","Italy","Valle d'Aosta",1217,1057,146,2020-08-13
"474","Italy","Veneto",20885,17406,2094,2020-08-13
"475","Italy","Abruzzo",3545,2831,472,2020-08-14
"476","Italy","Basilicata",482,390,28,2020-08-14
"477","Italy","Calabria",1335,1105,97,2020-08-14
"478","Italy","Campania",5214,4287,440,2020-08-14
"479","Italy","Emilia-Romagna",30314,24150,4298,2020-08-14
"480","Italy","Friuli Venezia Giulia",3484,2953,348,2020-08-14
"481","Italy","Lazio",9001,6966,870,2020-08-14
"482","Italy","Liguria",10413,8572,1569,2020-08-14
"483","Italy","Lombardia",97225,75012,16836,2020-08-14
